"PMID","Year","Title","Abstract","FirstAuthor"
"37477946","2023","Feasibility of three-dimensional artificial intelligence algorithm integration with intracardiac echocardiography for left atrial imaging during atrial fibrillation catheter ablation.","Intracardiac echocardiography (ICE) is a useful but operator-dependent tool for left atrial (LA) anatomical rendering during atrial fibrillation (AF) ablation. The CARTOSOUND FAM Module, a new deep learning (DL) imaging algorithm, has the potential to overcome this limitation. This study aims to evaluate feasibility of the algorithm compared to cardiac computed tomography (CT) in patients undergoing AF ablation.

In 28 patients undergoing AF ablation, baseline patient information was recorded, and three-dimensional (3D) shells of LA body and anatomical structures [LA appendage/left superior pulmonary vein/left inferior pulmonary vein/right superior pulmonary vein/right inferior pulmonary vein (RIPV)] were reconstructed using the DL algorithm. The selected ultrasound frames were gated to end-expiration and max LA volume. Ostial diameters of these structures and carina-to-carina distance between left and right pulmonary veins were measured and compared with CT measurements. Anatomical accuracy of the DL algorithm was evaluated by three independent electrophysiologists using a three-anchor scale for LA anatomical structures and a five-anchor scale for LA body. Ablation-related characteristics were summarized. The algorithm generated 3D reconstruction of LA anatomies, and two-dimensional contours overlaid on ultrasound input frames. Average calculation time for LA reconstruction was 65 s. Mean ostial diameters and carina-to-carina distance were all comparable to CT without statistical significance. Ostial diameters and carina-to-carina distance also showed moderate to high correlation (r = 0.52-0.75) except for RIPV (r = 0.20). Qualitative ratings showed good agreement without between-rater differences. Average procedure time was 143.7 ± 43.7 min, with average radiofrequency time 31.6 ± 10.2 min. All patients achieved ablation success, and no immediate complications were observed.

DL algorithm integration with ICE demonstrated considerable accuracy compared to CT and qualitative physician assessment. The feasibility of ICE with this algorithm can potentially further streamline AF ablation workflow.","Di Biase Luigi"
"37406015","2023","Selective and non-selective right bundle pacing for the diagnosis of bundle branch reentry ventricular tachycardia.","Bundle branch reentry ventricular tachycardia (BBRVT) can be seen in patients with conduction disease. In this report, we describe the use of conduction system pacing for its diagnosis.

BBRVT was induced in two patients with infra-nodal conduction disease. Bundle branch reentry ventricular tachycardia with a left bundle branch block morphology was observed in the first patient (type A), whereas the second patient had a right bundle branch block morphology (type C).The diagnosis of BBRVT was confirmed in both patients by ventriculo-atrial dissociation, and the interdependence of the conduction system and the ventricular tachycardia cycle length variations.Selective and non-selective RB pacing was observed in the two patients during apical right ventricular pacing for entrainment of BBRVT with evidence of manifest entrainment with non-selective RB capture in the first patient, and concealed entrainment by selective RB capture in the second patient. Other criteria for entrainment including a short post-pacing interval at the right bundle pacing site were noted.

Right bundle pacing is feasible in patients with BBRVT and may be a helpful manoeuver for the diagnosis of BBRVT.","Nageh Maged F"
"37337705","2023","Quantitative analysis reveals influencing factors to facilitate successful anodal-ring capture in left bundle branch pacing.","Left bundle branch pacing (LBBP) maintains left ventricular synchrony but induces right ventricular conduction delay (RVCD). Although anodal-ring capture (ARC) during bipolar LBBP improves RVCD, it is not achieved in all patients receiving LBBP. This study aimed to analyze the factors influencing ARC implementation.

Patients receiving LBBP with intraoperative ARC testing were enrolled. Electrocardiographic parameters were measured, including stimulus-to-QRS duration (stim-QRSd), stimulus-to-left/right ventricular activation time (stim-LVAT/RVAT), and V6-V1 interpeak interval. The distribution of lead-tip sites was described as the corrected longitudinal and lateral distance (longit-/lat-dist). Relative angles of the LBBP lead were measured. Echocardiography in short-axis view was used to measure the intraseptal lead length. Intergroup comparisons, correlation analysis, and stepwise logistic regression were performed. In total, 105 patients were included, among which 65 (62%) patients achieved ARC at a pacing output ≤ 5.0 V/0.5 ms (average 3.1 V/0.5 ms). Anodal-ring capture further shortened the stim-QRSd by 13.1 ± 7.5 ms. Better unipolar-ring (cathodal) threshold and R-wave sensing in LBBP-ARC group indicated the critical role of ring-septum contact in ARC. Longer corrected longit-dist and shorter corrected lat-dist of lead-tip sites were positively correlated with higher success likelihood of ARC, likely due to the greater relative angle in which the lead enters the septum and consequently the longer intraseptal lead length and better ring-septum contact.

This study elucidated the factors affecting the success likelihood of LBBP-ARC. These findings improve the understanding of LBBP-ARC, providing references for future research and clinical practice.","Lu Wenzhao"
"37294671","2023","Stepwise application of ECG and electrogram-based criteria to ensure electrical resynchronization with left bundle branch pacing.","To define a stepwise application of left bundle branch pacing (LBBP) criteria that will simplify implantation and guarantee electrical resynchronization. Left bundle branch pacing has emerged as an alternative to biventricular pacing. However, a systematic stepwise criterion to ensure electrical resynchronization is lacking.

A cohort of 24 patients from the LEVEL-AT trial (NCT04054895) who received LBBP and had electrocardiographic imaging (ECGI) at 45 days post-implant were included. The usefulness of ECG- and electrogram-based criteria to predict accurate electrical resynchronization with LBBP were analyzed. A two-step approach was developed. The gold standard used to confirm resynchronization was the change in ventricular activation pattern and shortening in left ventricular activation time, assessed by ECGI. Twenty-two (91.6%) patients showed electrical resynchronization on ECGI. All patients fulfilled pre-screwing requisites: lead in septal position in left-oblique projection and W paced morphology in V1. In the first step, presence of either right bundle branch conduction delay pattern (qR or rSR in V1) or left bundle branch capture Plus (QRS ≤120 ms) resulted in 95% sensitivity and 100% specificity to predict LBBP resynchronization, with an accuracy of 95.8%. In the second step, the presence of selective capture (100% specificity, only 41% sensitivity) or a spike-R <80 ms in non-selective capture (100% specificity, sensitivity 46%) ensured 100% accuracy to predict resynchronization with LBBP.

Stepwise application of ECG and electrogram criteria may provide an accurate assessment of electrical resynchronization with LBBP (Graphical abstract).","Pujol-López Margarida"
"37294670","2023","Left ventricular resynchronization with left bundle branch area pacing: does the type of capture matter?","N/A","Curila Karol"
"37061850","2023","EHRA clinical consensus statement on conduction system pacing implantation: executive summary. Endorsed by the Asia-Pacific Heart Rhythm Society (APHRS), Canadian Heart Rhythm Society (CHRS) and Latin-American Heart Rhythm Society (LAHRS).","Conduction system pacing (CSP) has emerged as a more physiological alternative to right ventricular pacing and is also being used in selected cases for cardiac resynchronization therapy. His bundle pacing was first introduced over two decades ago and its use has risen over the last years with the advent of tools which have facilitated implantation. Left bundle branch area pacing is more recent but its adoption is growing fast due to a wider target area and excellent electrical parameters. Nevertheless, as with any intervention, proper technique is a prerequisite for safe and effective delivery of therapy. This document aims to standardize the procedure and to provide a framework for physicians who wish to start CSP implantation, or who wish to improve their technique. A synopsis is provided in this print edition of EP-Europace. The full document may be consulted online, and a 'Key Messages' App can be downloaded from the EHRA website.","Burri Haran"
"37061848","2023","EHRA clinical consensus statement on conduction system pacing implantation: endorsed by the Asia Pacific Heart Rhythm Society (APHRS), Canadian Heart Rhythm Society (CHRS), and Latin American Heart Rhythm Society (LAHRS).","Conduction system pacing (CSP) has emerged as a more physiological alternative to right ventricular pacing and is also being used in selected cases for cardiac resynchronization therapy. His bundle pacing was first introduced over two decades ago and its use has risen over the last five years with the advent of tools which have facilitated implantation. Left bundle branch area pacing is more recent but its adoption is growing fast due to a wider target area and excellent electrical parameters. Nevertheless, as with any intervention, proper technique is a prerequisite for safe and effective delivery of therapy. This document aims to standardize the procedure and to provide a framework for physicians who wish to start CSP implantation, or who wish to improve their technique.","Burri Haran"
"36947460","2023","Evidence for concealed fasciculo-ventricular connections as revealed by His bundle pacing.","It is almost 100 years ago since Mahaim described the so-called paraspecific connections between the ventricular conduction axis and the crest of the muscular ventricular septum, believing such pathways to be ubiquitous. These pathways, however, have yet to be considered as potential pathways for septal activation during His bundle pacing.

So as to explore the hypothesis that specialised septal pathways might provide the substrate for septal activation during His bundle pacing, we compared the findings from 22 serially sectioned histological datasets and 34 different individuals undergoing His bundle pacing.

We found histologically specialised pathways connecting the branching component of the atrioventricular conduction axis with the crest of the muscular ventricular septum in almost four-fifths of the histological datasets. In 32 of 34 patients undergoing His bundle pacing, the QRS complex closely resembled published images of known conduction through fasciculo-ventricular pathways. In only two patients was a delta wave not seen at any pacing voltages. Capture of these connections varied according to pacing voltage, a finding which correlated with the distance of the pathways from the site of penetration of the ventricular conduction axis. Ventricular activation times remained normal in the presence of the delta wave at higher pacing voltage but were prolonged at lower voltages.

Our histologic findings confirm fasciculo-ventricular connections, initially described by Mahaim as being paraspecific, are likely ubiquitous. Analysis of 12-lead electrocardiograms leads us to conclude that fasciculo-ventricular pathways, concealed during sinus rhythm, become manifest with His bundle pacing.","Mahmud Rehan"
"36938963","2023","The R-wave amplitude in V1 on baseline electrocardiogram correlates with the occurrence of high-degree atrioventricular block following left bundle branch block after transcatheter aortic valve replacement.","Several procedural and electrocardiogram (ECG) parameters have been associated with the occurrence of high-degree atrioventricular block (AVB) requiring permanent pacemaker implantation (PPI) after transcatheter aortic valve replacement (TAVR). We hereunder sought to assess if the baseline R-wave amplitude in V1 ECG lead of patients with normal QRS duration undergoing TAVR is associated with a higher patient's risk for developing high-degree AVB following left bundle branch block (LBBB).

In this retrospective single-centre study in 720 consecutive patients who underwent TAVR, 141 (19.6%) patients with normal QRS duration developed a new LBBB after TAVR. The 24 (17%) patients who underwent PPI for reasons other than high-degree AVB were excluded from further analysis. In the remaining 117 study patients, 14 (12%) developed high-degree AVB requiring PPI (Group 1) while the remaining 103 (88%) patients did not (Group 2). There were no significant differences in baseline demographic or procedural characteristics nor in PR interval, QRS duration, and QRS axis between these two groups. The incidence of left anterior hemiblock was higher in Group 1 (3 of 14, 21.4%) than that in Group 2 (9 of 103, 8.7%), but the difference was not statistically significant (P = 0.156). The R-wave amplitude in V1 was smaller in Group 1 than that in Group 2 (0.029 ± 0.04 mV vs. 0.11 ± 0.14 mV, P = 0.0316). In the receiver-operating characteristics analysis, the cutoff for R-wave amplitude pre-TAVR was 0.03 mV, area under the curve = 0.7219 (P = 0.0002).

The R-wave amplitude in lead V1 during baseline ECG in patients with normal QRS duration may predict the occurrence of high-degree AVB following new LBBB after TAVR.","Yagel Oren"
"36916199","2023","Conduction system pacing, a European survey: insights from clinical practice.","The field of conduction system pacing (CSP) is evolving, and our aim was to obtain a contemporary picture of European CSP practice.

A survey was devised by a European CSP Expert Group and sent electronically to cardiologists utilizing CSP. A total of 284 physicians were invited to contribute of which 171 physicians (60.2%; 85% electrophysiologists) responded. Most (77%) had experience with both His-bundle pacing (HBP) and left bundle branch area pacing (LBBAP). Pacing indications ranked highest for CSP were atrioventricular block (irrespective of left ventricular ejection fraction) and when coronary sinus lead implantation failed. For patients with left bundle branch block (LBBB) and heart failure (HF), conventional biventricular pacing remained first-line treatment. For most indications, operators preferred LBBAP over HBP as a first-line approach. When HBP was attempted as an initial approach, reasons reported for transitioning to utilizing LBBAP were: (i) high threshold (reported as >2 V at 1 ms), (ii) failure to reverse bundle branch block, or (iii) > 30 min attempting to implant at His-bundle sites. Backup right ventricular lead use for HBP was low (median 20%) and predominated in pace-and-ablate scenarios. Twelve-lead electrocardiogram assessment was deemed highly important during follow-up. This, coupled with limitations from current capture management algorithms, limits remote monitoring for CSP patients.

This survey provides a snapshot of CSP implementation in Europe. Currently, CSP is predominantly used for bradycardia indications. For HF patients with LBBB, most operators reserve CSP for biventricular implant failures. Left bundle branch area pacing ostensibly has practical advantages over HBP and is therefore preferred by many operators. Practical limitations remain, and large randomized clinical trial data are currently lacking.","Keene Daniel"
"36881791","2023","Acute oesophageal safety and long-term follow-up of AI-guided high-power short-duration with 50 W for atrial fibrillation ablation.","Pulmonary vein isolation using radiofrequency ablation is an effective treatment option for patients with symptomatic atrial fibrillation (AF). Application of high power over a short period of time (HPSD) is reported to create more efficient lesions and may prevent collateral thermal oesophageal injury. This study aims to compare efficacy and safety of two different HPSD ablation approaches using different ablation index settings.

Consecutive patients undergoing AF ablation with HPSD (50 W; ablation index-guided) using the ThermoCool SmartTouch SF catheter were included. Patients were grouped by ablation protocol: ablation with target ablation index (AI) of 400 on the anterior left atrial wall vs. 300 at the posterior left atrial wall (AI 400/300) or AI 450/350 was performed upon the operator's preference and compared. Peri-procedural parameters and complications were recorded, and incidences of endoscopically detected thermal oesophageal lesions (EDEL) analysed. Recurrence rates after a mean follow-up of 25 ± 7 months and reconnection patterns in patients undergoing redo procedures were investigated. A total of 795 patients (67 ± 10 years; 58% male; 48% paroxysmal AF) underwent a first AF ablation with HPSD (211 in group AI 400/300 and 584 in group 450/350). Median procedure time was 82.9 ± 24.6 min with longer ablation times in patients with target AI 400/300 due to higher intraprocedural reconnection rates, increased box lesions, and additional right atrial isthmus ablations. EDEL rates among target AI 400/300 procedures were significantly lower (3% vs. 7%; P = 0.019). Correspondingly, AI 450/350 was the strongest independent predictor of post-ablation EDEL (OR 4.799, CI 1.427-16.138, P = 0.011). Twelve-month (76% vs. 76%; P = 0.892) and long-term ablation single procedure success (68% vs. 71%; log-rank P = 0.452) after a mean of 25 ± 7 months were comparable among both target AI groups; however, long-term success was significantly higher for paroxysmal AF compared to persistent AF (12 months: 80% vs. 72%; P = 0.010; end of follow-up: 76% vs. 65%; log-rank P = 0.001). One hundred three patients (16%) underwent a redo procedure during follow-up documented comparable pulmonary vein (PV) reconnection among groups. Multivariate predictors of AF recurrence were age, left atrium (LA) size, persistent AF, and extra-PV ablation targets.

High-power short-duration AF ablation with target AI of 400 for non-posterior wall and 300 for posterior wall lesions resulted in comparable long-term results compared to higher AI (450/350) ablations with significantly lower risk for thermal oesophageal lesions. Older age, larger LA size, persistent AF, and extra-PV ablation targets were identified in a multivariate analysis as independent risk factors for recurrences of atrial arrhythmias.","Müller Julian"
"36881777","2023","An artificial intelligence-based model for prediction of atrial fibrillation from single-lead sinus rhythm electrocardiograms facilitating screening.","Screening for atrial fibrillation (AF) is recommended in the European Society of Cardiology guidelines. Yields of detection can be low due to the paroxysmal nature of the disease. Prolonged heart rhythm monitoring might be needed to increase yield but can be cumbersome and expensive. The aim of this study was to observe the accuracy of an artificial intelligence (AI)-based network to predict paroxysmal AF from a normal sinus rhythm single-lead ECG.

A convolutional neural network model was trained and evaluated using data from three AF screening studies. A total of 478 963 single-lead ECGs from 14 831 patients aged ≥65 years were included in the analysis. The training set included ECGs from 80% of participants in SAFER and STROKESTOP II. The remaining ECGs from 20% of participants in SAFER and STROKESTOP II together with all participants in STROKESTOP I were included in the test set. The accuracy was estimated using the area under the receiver operating characteristic curve (AUC). From a single timepoint ECG, the artificial intelligence-based algorithm predicted paroxysmal AF in the SAFER study with an AUC of 0.80 [confidence interval (CI) 0.78-0.83], which had a wide age range of 65-90+ years. Performance was lower in the age-homogenous groups in STROKESTOP I and STROKESTOP II (age range: 75-76 years), with AUCs of 0.62 (CI 0.61-0.64) and 0.62 (CI 0.58-0.65), respectively.

An artificial intelligence-enabled network has the ability to predict AF from a sinus rhythm single-lead ECG. Performance improves with a wider age distribution.","Hygrell Tove"
"36857597","2023","Non-invasive three-dimensional electrical activation mapping to predict cardiac resynchronization therapy response: site of latest left ventricular activation relative to pacing site.","Pacing remote from the latest electrically activated site (LEAS) in the left ventricle (LV) may diminish response to cardiac resynchronization therapy (CRT). We tested whether proximity of LV pacing site (LVPS) to LEAS, determined by non-invasive three-dimensional electrical activation mapping [electrocardiographic Imaging (ECGI)], increased likelihood of CRT response.

Consecutive CRT patients underwent ECGI and chest/heart computed tomography 6-24 months of post-implant. Latest electrically activated site and the distance to LVPS (dp) were assessed. Left ventricular end-systolic volume (LVESV) reduction of ≥15% at clinical follow-up defined response. Logistic regression probabilistically modelled non-response; variables included demographics, heart failure classification, left bundle branch block (LBBB), ischaemic heart disease (IHD), atrial fibrillation, QRS duration, baseline ejection fraction (EF) and LVESV, comorbidities, use of CRT optimization algorithm, angiotensin-converting enzyme inhibitor(ACE)/angiotensin-receptor blocker (ARB), beta-blocker, diuretics, and dp. Of 111 studied patients [64 ± 11 years, EF 28 ± 6%, implant duration 12 ± 5 months (mean ± SD), 98% had LBBB, 38% IHD], 67% responded at 10 ± 3 months post CRT-implant. Latest electrically activated sites were outside the mid-to-basal lateral segments in 35% of the patients. dp was 42 ± 23 mm [31 ± 14 mm for responders vs. 63 ± 24 mm non-responders (P < 0.001)]. Longer dp and the lack of use of CRT optimization algorithm were the only independent predictors of non-response [area under the curve (AUC) 0.906]. dp of 47 mm delineated responders and non-responders (AUC 0.931).

The distance between LV pacing site and latest electrical activation is a strong independent predictor for CRT response. Non-invasive electrical evaluation to characterize intrinsic activation and guide LV lead deployment may improve CRT efficacy.","Parreira Leonor"
"36794652","2023","Usefulness of delivery catheter on accurate right ventricular septal pacing: Mt FUJI trial.","Although the delivery catheter system for pacemaker-lead implantation is a new alternative to the stylet system, no randomized controlled trial has addressed the difference in right ventricular (RV) lead placement accuracy to the septum between the stylet and the delivery catheter systems. This multicentre prospective randomized controlled trial aimed to prove the efficacy of the delivery catheter system for accurate delivery of RV lead to the septum.

In this trial, 70 patients (mean age 78 ± 11 years; 30 men) with pacemaker indications of atrioventricular block were randomized to the delivery catheter or the stylet groups. Right ventricular lead tip positions were assessed using cardiac computed tomography within 4 weeks of pacemaker implantation. Lead tip positions were classified into RV septum, anterior/posterior edge of the RV septal wall, and RV free wall. The primary endpoint was the success rate of RV lead tip placement to the RV septum.

Right ventricular leads were implanted as per allocation in all patients. The delivery catheter group had higher success rate of RV lead deployment to the septum (78 vs. 50%; P = 0.024) and narrower paced QRS width (130 ± 19 vs. 142 ± 15 ms P = 0.004) than those in the stylet group. However, there was no significant difference in procedure time [91 (IQR 68-119) vs. 85 (59-118) min; P = 0.488] or the incidence of RV lead dislodgment (0 vs. 3%; P = 0.486).

The delivery catheter system can achieve a higher success rate of RV lead placement to the RV septum and narrower paced QRS width than the stylet system.

jRCTs042200014 (https://jrct.niph.go.jp/en-latest-detail/jRCTs042200014).","Naruse Yoshihisa"
"36794445","2023","Three-dimensional-mapping-guided permanent conduction system pacing in paediatric patients with congenitally corrected transposition of the great arteries.","In congenitally corrected transposition of the great arteries (CCTGA) the right ventricle (RV) is systemic. Atrioventricular block (AVB) and systolic dysfunction are frequently observed. Permanent pacing of the subpulmonary left ventricle (LV) may worsen RV dysfunction. The aim of this study was to seek out if LV conduction system pacing (LVCSP) guided by three-dimensional-electroanatomic mapping systems (3D-EAMs) can preserve RV systolic function in paediatric CCTGA patients with AVB.

Retrospective analysis of CCTGA patients who underwent 3D-EAM-guided LVCSP. Three-dimensional-pacing map guided lead implantation towards septal sites with narrower paced QRS. Electrocardiograms (ECGs), echocardiograms, and lead parameters (threshold, sensing, and impedance) were compared at baseline (pre-implantation) and at 1-year follow-up. Right ventricle function was evaluated by 3D ejection fraction (EF), fractional area change (FAC), RV global longitudinal strain (GLS). Data are reported as median (25th-75th centiles). Seven CCTGA patients aged 15 (9-17) years, with complete/advanced AVB (4 with prior epicardial pacing), underwent 3D-guided LVCSP (5 DDD, 2 VVIR). Baseline echocardiographic parameters were impaired in most patients. No acute/chronic complications occurred. Ventricular pacing was >90%. At 1-year follow-up QRS duration showed no significant changes compared with baseline; however, QRS duration shortened in comparison with prior epicardial pacing. Lead parameters remained acceptable despite ventricular threshold increased. Systemic RV function was preserved: FAC and GLS improved significantly, and all patients showed normal RV EF (>45%).

Three-dimensional-EAM-guided LVCSP preserved RV systolic function in paediatric patients with CCTGA and AVB after short-term follow-up.","Silvetti Massimo Stefano"
"36745421","2023","Corrigendum: Conduction system pacing in everyday clinical practice: EHRA physician survey.","N/A","N/A"
"36734205","2023","Comparison of methods for delivering cardiac resynchronization therapy: an acute electrical and haemodynamic within-patient comparison of left bundle branch area, His bundle, and biventricular pacing.","Left bundle branch area pacing (LBBAP) is a promising method for delivering cardiac resynchronization therapy (CRT), but its relative physiological effectiveness compared with His bundle pacing (HBP) is unknown. We conducted a within-patient comparison of HBP, LBBAP, and biventricular pacing (BVP).

Patients referred for CRT were recruited. We assessed electrical response using non-invasive mapping, and acute haemodynamic response using a high-precision haemodynamic protocol. Nineteen patients were recruited: 14 male, mean LVEF of 30%. Twelve had time for BVP measurements. All three modalities reduced total ventricular activation time (TVAT), (ΔTVATHBP -43 ± 14 ms and ΔTVATLBBAP -35 ± 20 ms vs. ΔTVATBVP -19 ± 30 ms, P = 0.03 and P = 0.1, respectively). HBP produced a significantly greater reduction in TVAT compared with LBBAP in all 19 patients (-46 ± 15 ms, -36 ± 17 ms, P = 0.03). His bundle pacing and LBBAP reduced left ventricular activation time (LVAT) more than BVP (ΔLVATHBP -43 ± 16 ms, P < 0.01 vs. BVP, ΔLVATLBBAP -45 ± 17 ms, P < 0.01 vs. BVP, ΔLVATBVP -13 ± 36 ms), with no difference between HBP and LBBAP (P = 0.65). Acute systolic blood pressure was increased by all three modalities. In the 12 with BVP, greater improvement was seen with HBP and LBBAP (6.4 ± 3.8 mmHg BVP, 8.1 ± 3.8 mmHg HBP, P = 0.02 vs. BVP and 8.4 ± 8.2 mmHg for LBBAP, P = 0.3 vs. BVP), with no difference between HBP and LBBAP (P = 0.8).

HBP delivered better ventricular resynchronization than LBBAP because right ventricular activation was slower during LBBAP. But LBBAP was not inferior to HBP with respect to LV electrical resynchronization and acute haemodynamic response.","Ali Nadine"
"36730261","2023","Left bundle branch re-entrant ventricular tachycardia in septal myocarditis with QRS narrowing after ablation.","N/A","Lambrecht Alix"
"36691717","2023","Combination of current and new electrocardiographic-based criteria: a novel score for the discrimination of left bundle branch capture.","Most of the criteria used to diagnose direct capture of the left bundle branch (LBB) have never been validated in an external sample. We hypothesized that lead aVL might add relevant information, and the combination of several electrocardiograph (ECG)-based criteria might discriminate better LBB capture from left ventricular septal (LVS) capture, than each criterion separately.

Single-centre study involving all consecutive patients who received LBB area pacing. LBB capture was defined according to QRS morphology transition criteria during decremental pacing. Multivariate logistic regression analysis was performed to develop a predictive score for LBB capture. A total of 71 patients with confirmed LBB capture were analysed. The optimal cut-off values of R wave peak time (RWPT) in lead V6 (V6-RWPT) and V6-V1 interpeak interval for the discrimination of LBB capture were <83 ms and ≥33 ms, respectively. The RWPT in lead aVL (aVL-RWPT) showed a good discrimination power for the differential diagnosis of LBB capture and LVS capture. The optimal value for aVL-RWPT was 79 ms [sensitivity (SN) and specificity (SP) of 71.2% and 88.4%, respectively]. A new score, with a good diagnostic performance (area under the curve of 0.976), was constructed gathering the information from V6-RWPT, aVL-RWPT, and V6-V1 interpeak interval. The optimal score of 3 points showed a SN and SP of 89.2% and 100%, respectively for the differentiation of LBB capture.

ECG-based criteria are useful to confirm the capture of the LBB. The combination of V6-RWPT, aVL-RWPT, and V6-V1 interpeak interval values demonstrated better diagnostic performance than isolated measurements.","Briongos-Figuero Sem"
"36610061","2023","Exploring the incremental utility of circulating biomarkers for robust risk prediction of incident atrial fibrillation in European cohorts using regressions and modern machine learning methods.","To identify robust circulating predictors for incident atrial fibrillation (AF) using classical regressions and machine learning (ML) techniques within a broad spectrum of candidate variables.

In pooled European community cohorts (n = 42 280 individuals), 14 routinely available biomarkers mirroring distinct pathophysiological pathways including lipids, inflammation, renal, and myocardium-specific markers (N-terminal pro B-type natriuretic peptide [NT-proBNP], high-sensitivity troponin I [hsTnI]) were examined in relation to incident AF using Cox regressions and distinct ML methods. Of 42 280 individuals (21 843 women [51.7%]; median [interquartile range, IQR] age, 52.2 [42.7, 62.0] years), 1496 (3.5%) developed AF during a median follow-up time of 5.7 years. In multivariable-adjusted Cox-regression analysis, NT-proBNP was the strongest circulating predictor of incident AF [hazard ratio (HR) per standard deviation (SD), 1.93 (95% CI, 1.82-2.04); P < 0.001]. Further, hsTnI [HR per SD, 1.18 (95% CI, 1.13-1.22); P < 0.001], cystatin C [HR per SD, 1.16 (95% CI, 1.10-1.23); P < 0.001], and C-reactive protein [HR per SD, 1.08 (95% CI, 1.02-1.14); P = 0.012] correlated positively with incident AF. Applying various ML techniques, a high inter-method consistency of selected candidate variables was observed. NT-proBNP was identified as the blood-based marker with the highest predictive value for incident AF. Relevant clinical predictors were age, the use of antihypertensive medication, and body mass index.

Using different variable selection procedures including ML methods, NT-proBNP consistently remained the strongest blood-based predictor of incident AF and ranked before classical cardiovascular risk factors. The clinical benefit of these findings for identifying at-risk individuals for targeted AF screening needs to be elucidated and tested prospectively.","Toprak Betül"
"36581450","2023","Electroanatomical mapping-guided left bundle branch area pacing in patients with structural heart disease and advanced conduction abnormalities.","Left bundle branch area pacing (LBBAP) can be technically challenging and fluoroscopy-intense. Three-dimensional electroanatomical mapping (EAM) facilitates non-fluoroscopic lead navigation and electrogram mapping. We sought to prospectively evaluate the feasibility, safety, and outcomes of routine EAM-guided LBBAP in patients with structural heart disease (SHD) and advanced conduction abnormalities.

Consecutive patients with SHD and conduction abnormalities who underwent an attempt at EAM-guided LBBAP were included. The feasibility, safety, procedural, and mid-term outcomes were evaluated. Electrical, echocardiographic, and clinical parameters were assessed at implantation and last follow-up. Thirty-two patients (68 ± 18 years; 19% female) were included, of which 75% had intrinsic QRS > 150 ms, 53% left bundle branch block, and 25% right bundle branch block. Primary EAM-guided LBBAP was successful in 29 patients (91%). The procedural duration was 95 (70-110) min, total fluoroscopy time 0.93 (0.40-1.73) min, and total fluoroscopy dose 35.4 (20.5-77.2) cGy cm2. Paced QRS duration (QRSd) was significantly shorter than intrinsic QRSd (121.9 ± 10.7 vs. 159.2 ± 34.4 ms; P < 0.001) and remained stable during the mean follow-up of 7.0 ± 5.9 months. The LBBAP capture threshold was 0.57 ± 0.23 V/0.4 ms at implantation and remained low during follow-up (0.58 ± 0.18 V/0.5 ± 0.2 ms; P = 0.877). Overall left ventricular ejection fraction improved significantly from 44.2 ± 14.3% at baseline to 49.4 ± 13.1% at follow-up (P = 0.009), New York Heart Association class from 2.4 ± 0.6 to 1.8 ± 0.6 (P = 0.002), respectively. No complications occurred that required intervention.

Routine near-zero fluoroscopy EAM-guided LBBAP can safely be performed in patients with SHD and advanced conduction abnormalities with high success rates and favourable mid-term outcomes. Further studies are needed to investigate whether the use of EAM improves the overall outcome of conduction system pacing and to identify specific patient populations who benefit the most from EAM-guided lead implantation.","Richter Sergio"
"36512370","2023","Erratum: New-onset atrial fibrillation following left bundle branch area pacing vs. right ventricular pacing: a two-centre prospective cohort study.","N/A","N/A"
"36504239","2023","Three-dimensional electroanatomical mapping guided right bundle branch pacing in congenitally corrected transposition of great arteries.","The ideal pacing strategy has been the Achilles' heel for patients with congenitally corrected transposition of great arteries (ccTGA) with bradycardia. Various pacing modalities were documented in the literature. This article describes a novel pacing strategy and its feasibility in ccTGA with an intact ventricular septum.

We prospectively recruited three patients with ccTGA who presented with symptomatic complete heart block to our institute and were evaluated. All patients were planned for conduction system pacing. Those who had more than moderate or severe systemic atrioventricular regurgitation and systemic ventricular dysfunction were planned for conduction system pacing with an additional lead in the coronary sinus (CS) tributary, i.e. bundle branch pacing optimized cardiac resynchronization therapy with the intention to achieve incremental benefit. Since right bundle pacing is not described previously and in view of anatomical complexity in location, three-dimensional (3D) anatomical mapping was done with the EnSite system and later right bundle capture is identified conventionally as that of a left bundle in a normal heart. All three patients have stable lead positions and adequate thresholds at short-term follow-up.

In this report, we demonstrated the feasibility of permanent physiological pacing of the systemic ventricle by capturing the right bundle with 3D anatomical mapping guidance, which results in physiological activation of the systemic ventricle.","Namboodiri Narayanan"
