"PMID","Year","Title","Abstract","FirstAuthor"
"37943191","2023","Outcomes of Upgrading to LBBP in CRT Nonresponders: A Prospective, Multicenter, Nonrandomized, Case-Control Study.","Cardiac resynchronization therapy (CRT) nonresponders account for nearly 30% of CRT candidates. Left-bundle branch pacing (LBBP) is an alternative to CRT. This study aimed to evaluate the feasibility, clinical efficacy, and outcomes of upgrading to LBBP in CRT nonresponders, using propensity-score matching (PSM) analysis. CRT nonresponders were defined as those with an implantable CRT-pacemaker or CRT-defibrillator for more than 12 months who remained nonresponsive (a decrease in left ventricular end-systolic volume of <15% or a left ventricular ejection fraction [LVEF] absolute increase of <5%) after optimal medical therapy and device optimization compared with baseline. In total, 145 CRT nonresponders were prospectively enrolled and randomly divided into 2 groups: upgraded to LBBP (n = 48), and continuing biventricular pacing (BVP) (control; n = 97). PSM was performed at a 1:1 ratio, and clinical evaluation and echocardiographic assessments were compared at baseline and follow-up in paired cohorts. The primary composite endpoint for clinical outcomes (heart failure-related rehospitalization events, all-cause death, or heart transplantation) was analyzed. Successful upgrading to LBBP was achieved in 48/49 patients (97.96%), with a significant decrease in QRS duration (P < 0.001). In the paired LBBP group, LVEF significantly increased (baseline: 29.75% ± 7.79%; 6 months: 37.78% ± 9.25% [P < 0.001]; 12 months: 38.84% ± 12.13% [P < 0.001]) with 21/44 patients (47.73%) classified as echocardiographically responsive, whereas in the BVP control group, no significant improvement was observed (29.55% ± 6.74% vs 29.22% ± 8.10%; P = 0.840). In a multivariate logistic regression model, LV end-diastolic volume and baseline LBBB QRS morphology were independent predictors of echocardiographic response after upgrading to LBBP. At a median 24 months, the primary composite endpoint was significantly lower in the LBBP group (HR: 0.31; 95% CI: 0.14-0.72; log-rank P = 0.007). Upgrading to LBBP is feasible and effective in achieving significant heart function improvement and better clinical outcomes in CRT nonresponders, making it a reasonable and promising pacing strategy. (LBBP in CRT Non-Response patients; ChiCTR1900028131).","Chen"
"37758375","2023","Reply: Is Left Bundle Branch Area Pacing the Optimal Strategy for Cardiac Resynchronization Therapy?","N/A","Diaz"
"37758374","2023","Is Left Bundle Branch Area Pacing the Optimal Strategy for Cardiac Resynchronization Therapy?","N/A","Lian"
"37715742","2023","His-Purkinje Conduction System Pacing Optimized Trial of Cardiac Resynchronization Therapy vs Biventricular Pacing: HOT-CRT Clinical Trial.","His-Purkinje conduction system pacing (HPCSP) using His bundle pacing (HBP) or left bundle branch pacing (LBBP) has emerged as an alternative to biventricular pacing (BVP) in patients requiring cardiac resynchronization therapy (CRT). The aim of the study was to compare the feasibility and clinical efficacy of HOT-CRT (His-Purkinje conduction system pacing Optimized Trial of Cardiac Resynchronization Therapy) with BVP in patients with heart failure, reduced ejection fraction, and indication for CRT. This was a prospective, randomized, controlled trial of HOT-CRT and BVP in patients with LVEF <50% and indications for CRT. If HPCSP resulted in incomplete electrical resynchronization, a coronary sinus (CS) lead was added. The primary outcome was the change in left ventricular ejection fraction (LVEF) at 6 months. The primary safety endpoint was freedom from major complications. A total of 100 patients (female 31%, aged 70 ± 12 years, LVEF 31.5% ± 9.0%) were randomized. HOT-CRT was successful in 48 of 50 (96%) and BVP-CRT in 41 of 50 (82%) patients (P = 0.03). QRS duration significantly decreased from 164 ± 26 ms to 137 ± 20 ms with HOT-CRT and 166 ± 28 ms to 141 ± 19 ms with BVP. Fluoroscopy results (18.8 ± 12.4 min vs 23.8 ± 12.4 min, P = 0.05) and procedure duration (119 ± 42 min vs 114 ± 36 min, P = 0.5) were similar. The primary outcome of change in LVEF at 6 months was greater in HOT-CRT than in BVP (12.4% ± 7.3% vs 8.0% ± 10.1%, P = 0.02). The primary safety endpoint was similar (98% vs 94%, P = 0.62). Echocardiographic response of improvement in LVEF >5% occurred in 80% vs 61% (P = 0.06). Complications occurred in 3 (6%) in HOT-CRT vs 10 (20%) in BVP (P = 0.03). HPCSP-guided CRT resulted in greater change in LVEF compared with BVP. Randomized clinical trials with long-term follow-up are necessary. (His-Purkinje Conduction System Pacing Optimized Trial of Cardiac Resynchronization Therapy [HOT-CRT]; NCT04561778).","Vijayaraman"
"37611994","2023","Deep Learning for Premature Ventricular Contraction-Cardiomyopathy: Are We Digging Deep Enough?","N/A","Kowlgi"
"37589646","2023","Cardiac Conduction System Pacing: A Comprehensive Update.","The field of cardiac pacing has changed rapidly in the last several years. Since the initial description of His bundle pacing targeting the conduction system, recent advances in pacing the left bundle branch and its fascicles have evolved. The field and investigators' knowledge of conduction system pacing including relevant anatomy and physiology has advanced significantly. The aim of this review is to provide a comprehensive update on recent advances in conduction system pacing.","Vijayaraman"
"37558292","2023","Comparison of Pacing Performance and Clinical Outcomes Between Left Bundle Branch and His Bundle Pacing.","Left bundle branch (LBBP) and His-bundle pacing (HBP) provide physiological ventricular activation. This study investigated differences in feasibility, device performance, and clinical outcomes between LBBP and HBP. Consecutive patients with LBBP and HBP from 2018 to 2021 in 2 centers were prospectively studied. The primary endpoint was optimal device performance during follow-up, defined as the presence of pacing thresholds <2.5 V, R-wave amplitude ≥5 V, and absence of conduction system pacing (CSP)-related complications. The secondary endpoint was the composite of heart failure hospitalizations or all-cause mortality. Among 338 patients, 282 underwent successful CSP (119 HBP, 163 LBBP). Success rates, CSP-related complications, and need for reoperations did not differ between LBBP and HBP (P > 0.05). Pacing thresholds were lower, whereas R-wave amplitudes and lead impedance were higher in LBBP (P < 0.05). The primary endpoint was more frequent in LBBP than HBP (79% vs 34%; P < 0.001), with LBBP independently associated with 9-fold increased odds of optimal device performance (adjusted OR: 9.31; 95% CI: 5.14-16.86). LBBP was less likely to have increased pacing thresholds by >1 V (1% vs 19% HBP, P < 0.001). The secondary outcome was less frequent in LBBP than HBP (9% vs 24%, P = 0.001), with LBBP trending towards higher event-free survival (HR: 0.62; 95% CI: 0.31-1.23). The secondary outcome was independent of pacing burden or pacing indication. Despite similar feasibility and safety profiles, LBBP confers additional benefits in pacing performance and reliability, shows trends towards improved survival compared to HBP, and should be the preferred first-line CSP modality of choice.","Tan"
"37498245","2023","Temporary Atrioventricular Sequential Conduction System Pacing in Patients With Acute Conduction Abnormalities and Cardiogenic Shock.","N/A","Ngan"
"37498242","2023","AI-Enabled ECG for Paroxysmal Atrial Fibrillation Detection: One Step to Closer to the Finish Line.","N/A","Kalscheur"
"37480862","2023","A Novel ECG-Based Deep Learning Algorithm to Predict Cardiomyopathy in Patients With Premature Ventricular Complexes.","Premature ventricular complexes (PVCs) are prevalent and, although often benign, they may lead to PVC-induced cardiomyopathy. We created a deep-learning algorithm to predict left ventricular ejection fraction (LVEF) reduction in patients with PVCs from a 12-lead electrocardiogram (ECG). This study aims to assess a deep-learning model to predict cardiomyopathy among patients with PVCs. We used electronic medical records from 5 hospitals and identified ECGs from adults with documented PVCs. Internal training and testing were performed at one hospital. External validation was performed with the others. The primary outcome was first diagnosis of LVEF ≤40% within 6 months. The dataset included 383,514 ECGs, of which 14,241 remained for analysis. We analyzed area under the receiver operating curves and explainability plots for representative patients, algorithm prediction, PVC burden, and demographics in a multivariable Cox model to assess independent predictors for cardiomyopathy. Among the 14,241-patient cohort (age 67.6 ± 14.8 years; female 43.8%; White 29.5%, Black 8.6%, Hispanic 6.5%, Asian 2.2%), 22.9% experienced reductions in LVEF to ≤40% within 6 months. The model predicted reductions in LVEF to ≤40% with area under the receiver operating curve of 0.79 (95% CI: 0.77-0.81). The gradient weighted class activation map explainability framework highlighted the sinus rhythm QRS complex-ST segment. In patients who underwent successful PVC ablation there was a post-ablation improvement in LVEF with resolution of cardiomyopathy in most (89%) patients. Deep-learning on the 12-lead ECG alone can accurately predict new-onset cardiomyopathy in patients with PVCs independent of PVC burden. Model prediction performed well across sex and race, relying on the QRS complex/ST-segment in sinus rhythm, not PVC morphology.","Lampert"
"37438043","2023","Ventricular Parasystole in Cardiomyopathy Patients: A Link Between His-Purkinje System Damage and Ventricular Fibrillation.","The clinical relevance and prognostic implications of ventricular parasystole are unknown. This study sought to assess the prevalence of ventricular parasystole in patients with implantable cardioverter-defibrillators (ICDs) and ventricular parasystole's association with ventricular arrhythmias and conduction system abnormalities. This study retrospectively evaluated patients who underwent ICD interrogation at a single center between June 1, 2019, and August 31, 2020, and reviewed all available ICD and electrocardiogram data. This study identified patients with ventricular parasystole and compared the prevalence of ventricular fibrillation (VF), ventricular tachycardia (VT), and new conduction system abnormalities in those with ≥5 years of intrinsic QRS-complex electrocardiograms to those without parasystole. This study included 374 patients (age 57 ± 21 years, 72% male, 45% nonischemic, 32% ischemic cardiomyopathy), of which, 104 (28%) had VT only, 39 (10%) VF only, and 10 (3%) both VT/VF. Ventricular parasystole was identified in 33 patients (9%); parasystolic foci were predominantly from the His-Purkinje system. Compared with those without parasystole, patients with parasystole had a significantly higher rate of VF (36% vs 11%; P < 0.01), but not VT (42% vs 29%; P = 0.12). Patients with parasystole, compared with those without parasystole, had a higher prevalence of new conduction abnormalities, particularly progressive intraventricular conduction delay (11 of 18 [61%] vs 12 of 83 [14%]; P < 0.01) and new right bundle branch block (4 of 18 [22%] vs 1 of 83 [1%]; P < 0.01). Ventricular parasystole was strongly associated with new conduction system abnormalities and VF in patients who have cardiomyopathy with ICDs, suggesting a potential link between VF and His-Purkinje damage in this patient population.","Do"
"37354171","2023","Detecting Paroxysmal Atrial Fibrillation From an Electrocardiogram in Sinus Rhythm: External Validation of the AI Approach.","Atrial fibrillation (AF) may occur asymptomatically and can be diagnosed only with electrocardiography (ECG) while the arrhythmia is present. The aim of this study was to independently validate the approach of using artificial intelligence (AI) to identify underlying paroxysmal AF from a 12-lead ECG in sinus rhythm (SR). An AI algorithm was trained to identify patients with underlying paroxysmal AF, using electrocardiographic data from all in- and outpatients from a single center with at least 1 ECG in SR. For patients without AF, all ECGs in SR were included. For patients with AF, all ECGs in SR starting 31 days before the first AF event were included. The patients were randomly allocated to training, internal validation, and testing datasets in a 7:1:2 ratio. In a secondary analysis, the AF prevalence of the testing group was modified. Additionally, the performance of the algorithm was validated at an external hospital. The dataset consisted of 494,042 ECGs in SR from 142,310 patients. Testing the model on the first ECG of each patient (AF prevalence 9.0%) resulted in accuracy of 78.1% (95% CI: 77.6%-78.5%), area under the receiver-operating characteristic curve of 0.87 (95% CI: 0.86-0.87), and area under the precision recall curve (AUPRC) of 0.48 (95% CI: 0.46-0.50). In a low-risk group (AF prevalence 3%), the AUPRC decreased to 0.21 (95% CI: 0.18-0.24). In a high-risk group (AF prevalence 30%), the AUPRC increased to 0.76 (95% CI: 0.75-0.78). This performance was robust when validated in an external hospital. The approach of using an AI-enabled electrocardiographic algorithm for the identification of patients with underlying paroxysmal AF from ECGs in SR was independently validated.","Gruwez"
"37227341","2023","First Among Equals?: Is Left Bundle Branch Pacing Superior to Biventricular Pacing for Heart Failure?","N/A","Koneru"
"37225308","2023","Left Bundle Branch Area Defibrillator (LBBAD): A First-in-Human Feasibility Study.","Left bundle branch area (LBBA) pacing is a promising pacing technique. LBBA implantable cardioverter-defibrillator (ICD) lead implantation reduces the number of leads in patients with both pacing and ICD indications, reducing cost and potentially increasing safety. LBBA positioning of ICD leads has not previously been described. The goal of this study was to evaluate the safety and feasibility of implanting an LBBA ICD lead. This prospective, single-center, feasibility study was conducted in patients with an ICD indication. LBBA ICD lead implantation was attempted. Acute pacing parameters and paced electrocardiography data were collected, and defibrillation testing was performed. LBBA defibrillator (LBBAD) implantation was attempted in 5 patients (mean age 57 ± 16.5 years; 20% female) and achieved in 3 (60%). Mean procedural and fluoroscopy duration were 170.0 ± 17.3 minutes and 28.8 ± 16.1 minutes, respectively. Left bundle capture was achieved in 2 patients (66%) and left septal capture in 1 patient. LBBA pacing exhibited a mean QRS duration and VR-wave peak time of 121.3 ± 8.3 milliseconds and 86.1 ± 10.0 milliseconds. In all 3 patients, defibrillation testing was successful with mean time to adequate shock delivery of 8.6 ± 2.6 seconds. Acute LBBA pacing threshold and R-wave amplitudes were 0.80 ± 0.60 V at 0.4 milliseconds and 7.0 ± 2.7 mV. No LBBA lead-related complications occurred. This first-in-human evaluation showed the feasibility of LBBAD implantation in a small cohort of patients. With current tools, implantation remains complex and time-consuming. Considering the feasibility reported and the potential benefits, further technological development in this field is warranted with evaluation of long-term safety and performance.","Huybrechts"
"37212761","2023","Left Bundle Branch Area Pacing Versus Biventricular Pacing as Initial Strategy for Cardiac Resynchronization.","Left bundle branch area pacing (LBBAP) for cardiac resynchronization therapy (CRT) is an alternative to biventricular pacing (BiVp). The purpose of this study was to compare the outcomes between LBBAP and BiVp as an initial implant strategy for CRT. In this prospective multicenter, observational, nonrandomized study, first-time CRT implant recipients with LBBAP or BiVp were included. The primary efficacy outcome was a composite of heart failure (HF)-related hospitalization and all-cause mortality. The primary safety outcomes were acute and long-term complications. Secondary outcomes included postprocedural New York Heart Association functional class and electrocardiographic and echocardiographic parameters. A total of 371 patients (median follow-up of 340 days [IQR: 206-477 days]) were included. The primary efficacy outcome occurred in 24.2% in the LBBAP vs 42.4% in the BiVp (HR: 0.621 [95% CI: 0.415-0.93]; P = 0.021) group, driven by a reduction in HF-related hospitalizations (22.6% vs 39.5%; HR: 0.607 [95% CI: 0.397-0.927]; P = 0.021) without significant difference in all-cause mortality (5.5% vs 11.9%; P = 0.19) or differences in long-term complications (LBBAP: 9.4% vs BiVp: 15.2%; P = 0.146). LBBAP resulted in shorter procedural (95 minutes [IQR: 65-120 minutes] vs 129 minutes [IQR: 103-162 minutes]; P < 0.001) and fluoroscopy times (12 minutes [IQR: 7.4-21.1 minutes] vs 21.7 minutes [IQR: 14.3-30 minutes]; P < 0.001), shorter QRS duration (123.7 +/- 18 milliseconds vs 149.3 +/- 29.1 milliseconds; P < 0.001), and higher postprocedural left ventricular ejection fraction (34.1% +/- 12.5% vs 31.4% +/- 10.8%; P = 0.041). LBBAP as an initial CRT strategy resulted in a lower risk of HF-related hospitalizations compared to BiVp. A reduction in procedural and fluoroscopy times, shorter paced QRS duration, and improvements in left ventricular ejection fraction compared with BiVp were observed.","Diaz"
"36939662","2023","JACC Journals' Pathway Forward With AI Tools: The Future Is Now.","N/A","Fuster"
"36858691","2023","Smart Devices in Detecting AF: Excellent Signal Quality, But AI Can Still Learn From Clinicians.","N/A","Teh"
"36858690","2023","Clinical Validation of 5 Direct-to-Consumer Wearable Smart Devices to Detect Atrial Fibrillation: BASEL Wearable Study.","Multiple smart devices capable to detect atrial fibrillation (AF) are presently available. Sensitivity and specificity for the detection of AF may differ between available smart devices, and this has not yet been adequately investigated. The aim was to assess the accuracy of 5 smart devices in identifying AF compared with a physician-interpreted 12-lead electrocardiogram as the reference standard in a real-world cohort of patients. We consecutively enrolled patients presenting to a cardiology service at a tertiary referral center in a prospective, diagnostic study. We prospectively analyzed 201 patients (31% women, median age 66.7 years). AF was present in 62 (31%) patients. Sensitivity and specificity for the detection of AF were comparable between devices: 85% and 75% for the Apple Watch 6, 85% and 75% for the Samsung Galaxy Watch 3, 58% and 75% for the Withings Scanwatch, 66% and 79% for the Fitbit Sense, and 79% and 69% for the AliveCor KardiaMobile, respectively. The rate of inconclusive tracings was 18%, 17%, 24%, 21%, and 26% for the Apple Watch 6, Samsung Galaxy Watch 3, Withings Scan Watch, Fitbit Sense, and AliveCor KardiaMobile (P < 0.01 for pairwise comparison), respectively. By manual review of inconclusive tracings, the rhythm could be determined in 955 (99%) of 969 single-lead electrocardiograms. Regarding patient acceptance, the Apple Watch was ranked first (39% of participants). In this clinical validation of 5 direct-to-consumer smart devices, we found differences in the amount of inconclusive tracings diminishing sensitivity and specificity of the smart devices. In a clinical setting, manual review of tracings is required in about one-fourth of cases.","Mannhart"
"36858703","2022","Response to Para-Hisian Pacing in the Setting of Presence of a Concealed Nodoventricular/Nodofascicular Pathway.","N/A","Nagashima"
"36858692","2022","Development of an AI-Driven QT Correction Algorithm for Patients in Atrial Fibrillation.","Prolongation of the QTc interval is associated with the risk of torsades de pointes. Determination of the QTc interval is therefore of critical importance. There is no reliable method for measuring or correcting the QT interval in atrial fibrillation (AF). The authors sought to evaluate the use of a convolutional neural network (CNN) applied to AF electrocardiograms (ECGs) for accurately estimating the QTc interval and ruling out prolongation of the QTc interval. The authors identified patients with a 12-lead ECG in AF within 10 days of a sinus ECG, with similar (+/-10 ms) QRS durations, between October 23, 2001, and November 5, 2021. A multilayered deep CNN was implemented in TensorFlow 2.5 (Google) to predict the MUSE (GE Healthcare) software-generated sinus QTc value from an AF ECG waveform, demographic characteristics, and software-generated features. The study identified 6,432 patients (44% female) with an average age of 71 years. The CNN predicted sinus QTc values with a mean absolute error of 22.2 ms and root mean squared error of 30.6 ms, similar to the intrinsic variability of the sinus QTc interval. Approximately 84% and 97% of the model's predictions were contained within 1 SD (+/-30.6 ms) and 2 SD (+/-61.2 ms) from the sinus QTc interval. The model outperformed the AFQTc method, exhibiting narrower error ranges (mean absolute error comparison P < 0.0001). The model performed best for ruling out QTc prolongation (negative predictive value 0.82 male, 0.92 female; specificity 0.92 male, 0.97 female). A CNN model applied to AF ECGs accurately predicted the sinus QTc interval, outperforming current alternatives and exhibiting a high negative predictive value.","Tarabanis"
"36752453","2022","Clinical Outcomes in Conduction System Pacing Compared to Right Ventricular Pacing in Bradycardia.","Conduction system pacing (CSP) provides more physiological ventricular activation than right ventricular pacing (RVP). This study evaluated the differences in clinical outcomes in patients receiving CSP and RVP. Consecutive patients with pacemakers implanted for bradycardia from 2016 to 2021 in 2 centers were prospectively followed for the primary composite outcome of heart failure (HF) hospitalizations, upgrade to biventricular pacing, or all-cause mortality, stratified by ventricular pacing burden (Vp). Among 860 patients (mean age 74 +/- 11 years, 48% female, 48% atrioventricular block), 628 received RVP and 231 received CSP (95 His-bundle pacing, 136 left bundle branch pacing). The primary outcome occurred in 217 (25%) patients, more commonly in patients with RVP than CSP (30% vs 13%, P < 0.001). In multivariable analyses, CSP was independently associated with 47% reduction of the primary outcome (adjusted hazard ratio [AHR]: 0.53; 95% CI: 0.29-0.97; P = 0.04) and HF hospitalization alone (AHR: 0.40; 95% CI: 0.17-0.95; P = 0.04), among only patients with Vp >20%. CSP significantly reduced adverse clinical outcomes for bradycardic patients requiring ventricular pacing and should be the preferred pacing modality of choice.","Tan"
"36752449","2022","Conduction System Pacing Versus Conventional Cardiac Resynchronization Therapy in Congenital Heart Disease.","Dyssynchrony-associated left ventricular systolic dysfunction is a major contributor to heart failure in congenital heart disease (CHD). Although conventional cardiac resynchronization therapy (CRT) has shown benefit, the comparative efficacy of cardiac conduction system pacing (CSP) is unknown. The purpose of this study was compare the clinical outcomes of CSP vs conventional CRT in CHD with biventricular, systemic left ventricular anatomy. Retrospective CSP data from 7 centers were compared with propensity score-matched conventional CRT control subjects. Outcomes were lead performance, change in left ventricular ejection fraction (LVEF), and QRS duration at 12 months. A total of 65 CSP cases were identified (mean age 37 +/- 21 years, 46% men). CSP can be reliably achieved in biventricular, systemic left ventricular CHD patients with similar improvement in LVEF and greater QRS narrowing for CSP vs conventional CRT at 1 year. Among CSP patients, pacing electrical parameters were superior for LBBAP vs HBP.","Moore"
"36697195","2022","Interventricular Septal Hematoma With Pericardial Effusion After Left Bundle Branch Pacing Implantation.","N/A","Chen"
"36697194","2022","Electrical Resynchronization After Left Bundle Branch Pacing.","N/A","Ponnusamy"
